Viabilidad,Aportaciones,Duracion,Historia,Tipo,Sueldo,Ahorro,Antiguedad,Porcentaje,EdoCivil,Aval,Residencia,Seguro,Edad,Adeudos,Vivienda,otraPension,tipoAfiliado,Dependientes,Ley,Foraneo
0,2,4,0,1,4040.03,0,1,83,1,1,14,1,67,0,1,0,1,2,0,0
0,2,8,2,1,4746.04,0,1,68,1,1,22,0,59,1,1,1,0,3,1,0
1,1,16,2,0,5133.40,0,1,73,0,1,30,1,69,1,1,1,0,3,0,1
0,2,11,1,0,4375.10,0,0,80,1,1,24,1,67,1,0,1,1,1,0,1
1,1,1,2,0,7097.65,1,0,99,1,1,14,0,53,0,1,0,0,1,0,1
0,0,18,2,0,4456.16,1,0,90,1,1,26,1,53,0,1,1,1,0,1,0
1,1,10,0,0,7882.79,0,0,81,1,0,29,0,56,1,1,1,3,3,0,0
1,0,25,1,2,7572.15,0,0,77,1,0,17,0,50,1,1,1,2,2,0,1
1,0,7,1,2,6251.69,0,1,71,0,1,28,1,60,0,1,1,2,3,1,1
1,0,13,1,1,4023.03,0,0,67,1,1,5,0,51,1,0,0,2,3,1,0
0,0,6,2,0,5421.26,1,0,60,1,1,14,1,58,0,1,1,2,2,1,0
0,2,23,0,2,5421.26,0,0,71,1,1,21,1,65,1,0,0,4,0,0,1
0,0,3,0,2,10303.53,1,0,94,1,0,23,0,59,0,1,1,4,3,0,0
0,1,25,2,0,4086.27,1,0,92,1,1,6,0,52,0,0,1,2,3,0,0
1,2,1,2,2,9662.83,0,0,54,1,0,16,1,50,1,1,0,3,0,0,0
0,1,19,1,1,5133.40,1,1,88,1,1,5,1,50,0,1,0,1,3,1,0
1,0,4,2,2,5133.40,1,0,54,1,1,14,1,61,1,1,0,0,3,1,1
1,0,22,0,1,4023.03,0,0,69,1,1,27,0,59,0,0,0,3,1,1,0
0,1,20,1,2,7097.65,0,0,96,1,0,22,1,65,1,1,1,4,1,0,1
1,0,7,2,0,8700.72,0,1,66,1,0,7,1,67,1,1,1,4,3,1,0
0,2,11,1,2,4585.31,1,0,77,1,1,15,1,67,0,0,0,3,0,0,0
0,2,11,0,0,4105.58,1,0,51,0,1,14,0,65,0,1,1,2,0,1,1
1,1,17,1,2,7220.00,1,0,51,1,0,28,1,54,0,0,0,2,2,0,1
0,0,5,1,1,10303.53,1,1,61,0,0,9,0,64,0,0,0,2,3,1,1
1,2,18,0,2,7097.65,0,1,62,0,0,22,0,62,1,1,0,1,2,0,1
0,2,28,2,2,4456.16,0,0,69,0,0,5,0,67,1,0,1,0,1,1,1
1,1,24,1,1,10649.38,1,1,80,3,0,27,1,67,1,0,0,0,1,0,1
1,2,17,1,1,4066.72,0,1,55,1,0,17,1,63,1,1,1,3,2,1,1
0,1,20,2,2,7572.15,1,1,59,1,1,23,1,56,1,0,1,1,2,1,0
1,0,2,1,0,7638.13,1,1,61,0,1,29,0,52,1,0,1,4,1,1,1
0,0,20,2,0,8700.72,1,0,97,3,1,26,1,50,1,0,1,0,0,1,1
0,1,25,1,1,8700.72,0,0,93,1,1,16,1,50,1,1,0,3,3,1,0
0,0,16,1,1,6200.00,1,0,98,1,0,18,1,54,1,0,1,4,2,1,1
1,1,9,2,2,9547.08,1,0,97,1,0,20,0,56,0,1,0,4,1,0,1
0,0,20,1,2,7320.00,0,1,88,1,1,14,0,52,1,1,0,2,2,1,1
1,1,7,1,2,7572.15,1,1,67,1,0,23,1,63,0,0,1,2,3,1,1
0,2,20,2,2,8929.72,1,0,80,1,0,24,1,58,0,1,1,2,0,0,0
1,0,26,1,0,9108.30,1,1,73,1,1,21,1,59,0,0,0,4,1,1,1
1,2,29,0,2,53598.00,0,1,50,1,0,17,1,51,0,1,0,0,2,0,0
1,1,22,1,0,4145.14,0,1,53,0,1,10,1,57,0,1,0,4,2,0,0
1,0,5,2,0,5041.89,0,1,88,1,1,12,0,64,1,0,0,3,3,0,0
1,0,27,0,2,4626.93,1,0,85,1,0,12,0,58,1,0,0,1,2,1,1
1,1,21,1,2,8929.72,1,1,63,1,1,26,0,55,0,0,1,1,1,0,1
1,0,26,2,0,6625.67,1,1,93,1,0,16,1,50,0,1,1,1,0,0,1
1,0,24,0,2,4421.37,0,1,68,0,0,10,0,64,0,0,0,3,2,1,0
1,2,21,0,2,8700.72,0,0,90,1,1,22,0,66,1,1,1,4,2,1,0
1,1,19,1,0,53598.00,0,0,88,0,0,22,0,62,1,0,0,3,3,1,1
0,2,28,1,1,5421.28,1,1,73,1,0,13,1,66,0,1,0,4,2,0,1
1,1,9,0,0,10500.00,0,1,72,0,0,6,1,68,1,1,1,4,3,0,1
0,2,2,0,2,6684.00,0,1,62,0,1,10,1,69,1,1,0,0,3,0,1
1,2,15,1,0,8192.64,0,1,77,1,1,10,0,59,1,1,0,1,0,0,1
0,2,18,2,1,2401.20,0,1,99,0,0,19,0,58,0,0,1,3,2,0,0
1,2,3,2,2,4023.03,0,1,81,0,0,9,1,63,0,0,1,2,1,0,0
0,0,30,2,0,5942.56,1,0,86,1,1,25,0,64,1,0,1,3,3,1,1
1,0,15,0,0,5041.89,1,1,56,1,0,27,0,68,1,1,0,4,0,1,0
1,2,8,0,0,12426.00,0,1,72,1,0,16,0,50,0,1,0,0,0,1,1
0,0,1,0,0,11218.80,0,0,77,1,1,11,1,66,1,0,1,0,3,0,0
1,2,16,0,0,5885.69,1,0,89,0,1,30,1,65,0,0,0,3,0,1,0
1,2,2,1,0,10699.38,1,0,93,1,1,29,1,53,1,1,1,4,1,0,1
0,2,27,0,1,5042.79,0,1,52,1,1,22,0,66,1,1,0,2,2,0,0
0,1,20,1,0,4780.17,0,1,90,0,1,21,1,67,1,1,0,1,1,0,1
1,2,12,2,2,4324.58,0,0,95,0,0,8,0,49,1,1,1,3,3,0,0
0,1,1,0,2,3245.14,1,0,75,1,0,6,0,69,1,0,1,3,2,0,1
1,1,3,2,1,7572.15,0,1,96,1,1,13,0,69,1,1,1,2,1,1,1
0,2,3,0,0,4066.72,0,0,60,0,0,13,0,64,0,0,0,1,2,0,0
0,0,11,0,0,9903.33,1,0,94,1,0,14,0,69,1,1,0,4,1,1,1
1,1,11,0,1,9662.83,0,1,63,1,0,10,1,49,0,1,1,0,0,1,1
1,2,26,1,0,9903.33,1,1,77,0,0,11,1,51,1,1,0,1,0,0,1
1,0,27,2,2,9999.00,1,1,78,1,0,8,0,57,0,1,1,3,2,1,0
0,0,14,1,2,4184.10,1,0,87,0,0,25,0,64,1,1,0,1,0,1,1
1,0,10,0,2,11440.13,0,0,77,0,1,12,0,61,1,0,0,3,0,1,0
1,0,12,2,2,2995.64,0,1,59,0,1,19,0,68,1,0,1,1,3,1,0
0,0,20,1,2,16739.10,1,1,82,1,1,21,1,62,0,0,1,0,0,1,0
0,2,10,1,0,8192.64,0,0,94,1,1,17,1,56,0,1,0,4,1,1,1
0,1,7,2,1,20336.68,0,1,80,1,1,30,0,64,1,0,1,2,0,0,1
0,1,1,0,2,5453.25,1,0,78,1,0,19,0,53,1,1,1,2,0,1,0
1,1,27,0,2,4105.58,1,1,60,1,1,14,1,60,1,1,1,1,1,1,1
1,1,6,0,1,5133.40,0,1,64,1,1,25,1,54,0,0,0,1,2,0,1
0,1,7,0,0,4324.58,1,1,54,1,0,15,0,49,1,0,0,2,1,1,0
0,1,30,0,2,8192.64,1,1,93,0,1,5,0,61,1,1,0,2,3,1,1
0,0,30,0,2,10094.00,0,1,71,1,0,30,0,50,1,0,1,4,2,1,1
0,1,25,1,0,5133.40,1,1,76,1,0,5,0,61,1,1,1,1,2,1,1
1,0,22,2,0,2401.20,1,0,92,1,1,19,0,59,0,1,1,2,2,1,0
0,1,7,0,0,5041.89,0,1,98,0,1,25,1,57,0,0,1,1,2,1,0
0,1,19,0,1,7903.53,1,1,78,1,0,19,1,58,1,1,1,3,3,1,1
1,2,5,0,1,10303.53,1,0,63,0,0,19,0,66,1,1,0,4,1,0,0
1,2,7,2,2,4105.58,1,1,70,1,0,9,0,69,0,1,0,2,3,1,1
1,1,20,2,2,5609.64,0,0,99,1,0,25,0,67,0,1,0,4,0,1,0
1,2,5,0,2,7572.15,0,0,100,1,1,6,1,59,0,1,0,3,1,0,0
0,2,3,2,1,7572.15,1,1,77,0,0,17,0,63,0,0,0,4,0,1,1
1,1,8,2,2,13886.00,0,1,66,1,1,26,1,62,0,0,0,3,1,0,1
0,2,2,1,1,5083.94,0,0,72,1,1,15,0,64,1,0,0,0,0,1,0
1,2,10,2,0,8039.00,1,1,52,0,1,26,1,57,1,1,1,1,1,1,0
1,1,28,1,1,5609.64,1,0,57,0,1,16,0,53,1,1,0,1,3,1,1
0,0,12,1,1,4018.40,1,1,97,1,0,7,0,63,0,1,1,3,1,0,0
1,2,7,0,0,5083.94,0,1,63,2,1,7,1,68,0,0,0,2,3,1,0
1,2,18,2,0,9903.33,0,1,77,0,1,5,1,67,0,0,0,4,2,0,1
1,1,22,2,0,9999.00,0,0,56,1,0,16,0,51,1,0,0,2,2,0,0
1,2,3,1,0,10303.53,1,0,60,1,0,13,1,56,1,1,0,4,0,1,0
1,1,16,1,1,5419.20,1,1,65,1,1,23,0,66,1,1,0,3,2,0,0
1,0,2,0,2,8192.64,1,1,64,1,1,12,1,61,1,0,0,2,2,1,0
0,1,8,0,1,5041.89,1,1,51,0,0,21,1,52,1,0,0,3,1,0,1
1,2,18,1,1,7220.00,0,1,74,1,1,27,0,58,0,1,0,2,2,0,0
0,1,24,1,0,4023.03,0,1,84,0,1,30,0,53,1,1,1,0,3,1,0
0,0,1,1,0,13611.60,0,0,84,1,0,24,0,52,0,0,1,0,3,1,0
1,2,6,1,1,5421.26,0,0,81,1,1,15,0,61,1,0,0,1,0,0,1
0,2,13,0,2,4023.03,1,0,91,1,0,15,1,67,0,1,0,3,1,0,0
1,2,18,0,0,4105.58,0,1,80,1,0,22,1,66,0,1,1,2,1,0,1
1,0,14,0,1,6251.69,0,1,77,1,1,20,0,57,0,1,1,1,0,0,1
1,0,23,1,0,8550.00,1,1,69,1,0,21,0,62,1,1,0,1,0,0,0
1,2,25,2,2,4465.20,0,1,71,3,0,7,1,66,0,0,0,1,1,0,1
1,1,11,2,0,7638.13,1,1,100,1,1,11,0,54,1,0,0,1,1,1,0
0,0,5,1,0,5083.94,0,1,95,1,0,21,0,63,0,0,0,1,1,0,1
0,0,16,2,1,4023.03,1,1,93,1,1,24,1,49,1,1,0,3,1,1,0
0,2,4,1,2,4746.03,1,0,88,0,1,15,0,52,0,0,0,4,1,0,1
0,2,17,1,2,5962.83,1,0,84,1,1,15,1,49,0,0,1,0,0,0,0
0,2,7,1,1,10303.53,1,0,87,1,1,21,1,52,0,1,0,1,3,0,0
1,2,30,0,0,6506.76,0,1,63,0,0,29,1,69,1,0,0,3,1,1,0
0,0,5,2,2,4181.06,0,0,81,1,0,16,1,63,0,1,0,1,3,0,1
0,1,20,0,0,8929.72,1,0,58,0,1,11,1,60,1,1,0,1,2,0,1
1,1,19,2,1,5421.26,0,0,73,1,1,27,0,67,0,1,0,3,3,1,1
1,2,2,1,2,4023.03,1,1,90,1,1,9,1,60,1,1,0,2,3,1,0
1,2,26,2,0,4324.58,1,1,100,0,0,17,0,60,0,0,0,0,2,1,1
1,1,13,2,1,7572.15,0,0,65,0,1,6,0,55,0,0,1,1,2,0,0
1,1,21,0,2,3128.10,0,1,77,0,1,24,0,55,0,1,1,3,1,1,1
1,0,16,2,2,7572.15,1,0,88,2,1,29,1,62,0,0,0,0,3,1,0
1,1,10,2,2,4324.58,1,0,56,1,0,26,0,50,1,1,1,3,0,0,1
0,1,30,2,1,7097.65,0,1,66,0,0,24,0,66,0,0,0,4,1,1,1
0,1,1,0,2,9662.83,1,1,70,0,0,15,0,65,0,1,0,0,0,0,0
1,0,28,2,2,3939.75,1,0,58,1,1,23,0,57,0,1,0,0,0,1,1
1,1,14,0,0,6251.69,0,0,100,0,1,28,1,51,0,0,0,4,1,0,0
1,1,12,1,0,3308.10,0,0,53,1,1,13,1,64,1,0,0,3,2,0,1
1,2,9,0,0,11218.80,1,0,55,0,0,5,1,52,0,0,1,1,2,1,0
1,0,29,2,2,4181.06,1,1,72,1,0,13,1,59,0,1,0,3,0,0,0
0,0,9,1,0,5083.94,0,1,85,1,0,28,0,52,0,1,1,2,1,1,1
1,1,25,1,2,14473.00,1,1,58,1,0,12,0,69,0,0,0,4,3,1,0
1,2,28,2,1,3393.38,0,1,100,0,0,6,1,49,1,0,1,3,1,1,0
0,0,11,2,2,4324.58,0,1,55,0,0,28,0,49,1,0,0,3,2,0,0
0,1,21,1,2,8192.64,1,0,73,3,0,25,0,57,1,0,0,3,2,0,1
0,2,4,1,2,2678.30,1,1,81,1,1,18,0,63,0,1,0,3,1,1,0
1,1,30,0,1,3801.60,0,1,92,1,0,29,1,64,0,0,0,4,1,0,0
0,1,10,0,0,7572.15,1,0,84,2,1,16,0,63,0,1,1,2,1,0,0
0,2,19,0,1,10500.00,1,1,81,0,0,14,1,54,0,1,1,3,2,1,0
1,0,14,2,1,9786.54,1,0,74,1,1,20,0,68,0,0,1,0,3,1,1
1,1,5,1,0,2670.00,0,0,83,1,0,8,1,67,1,1,1,1,2,1,0
0,1,4,0,0,7572.15,0,0,80,0,1,16,0,50,0,1,1,4,1,0,0
1,2,7,2,0,2503.56,0,1,78,1,1,6,0,64,1,1,0,2,2,1,1
1,1,18,2,2,8929.72,1,0,93,1,0,25,0,60,0,1,0,0,2,0,0
1,0,10,2,0,10303.53,0,1,50,0,0,13,0,49,0,0,0,3,1,0,0
0,0,15,1,1,8700.72,1,1,83,1,1,12,0,58,1,0,1,1,0,1,0
0,0,28,0,0,5041.89,0,1,98,0,1,23,0,54,0,1,0,2,2,0,0
0,0,21,1,2,4680.60,1,1,59,0,1,13,1,58,1,0,0,3,0,0,0
0,0,17,2,0,7097.65,0,0,54,1,1,19,1,61,0,1,1,3,1,1,1
1,1,30,2,0,4421.37,0,1,69,1,1,20,1,58,1,1,0,0,2,0,1
1,0,18,2,1,7638.13,0,1,98,1,1,26,1,59,0,0,1,3,3,0,1
0,0,18,1,2,7572.15,0,0,79,1,1,24,0,64,1,0,1,3,3,1,1
1,1,19,2,1,7638.13,1,0,57,1,1,29,0,50,0,0,1,4,0,0,0
1,2,6,0,2,4324.58,1,1,91,0,1,5,1,68,0,0,0,1,1,1,1
1,1,23,1,1,9903.33,1,1,81,1,0,19,1,56,0,0,0,4,2,1,0
1,2,7,0,2,4145.14,0,0,76,1,0,26,0,61,1,1,1,2,1,1,0
1,2,17,0,2,7572.15,1,1,66,1,1,25,1,56,0,0,1,2,1,0,0
0,2,27,2,1,5041.89,1,1,67,0,1,19,0,60,0,0,0,4,1,1,0
0,2,7,1,1,4184.10,0,0,66,1,1,28,1,60,1,1,1,2,3,0,1
1,1,13,1,0,4324.58,1,1,82,1,1,12,0,65,1,1,1,4,2,1,1
1,2,13,0,0,4780.17,1,1,59,1,1,15,1,67,1,1,1,3,1,1,1
0,1,16,2,2,7336.80,0,0,92,0,0,9,0,62,0,0,1,1,3,1,1
0,0,26,2,1,5419.20,1,1,85,0,1,29,1,69,1,1,0,1,2,0,0
1,2,30,0,2,8929.72,0,0,95,1,1,10,1,53,0,1,1,0,3,1,1
1,0,29,0,2,8013.00,1,1,96,0,0,24,0,55,0,0,1,1,2,0,0
1,1,23,2,0,11440.13,0,1,73,0,1,14,0,58,0,0,1,2,2,0,1
1,0,6,1,1,8929.72,0,1,51,1,0,19,0,68,1,0,1,3,0,1,0
1,1,13,1,1,5421.26,0,1,55,3,0,17,1,54,0,0,1,1,1,1,1
0,1,4,1,1,4324.58,0,1,64,1,1,21,0,68,0,0,1,3,3,1,0
1,0,21,2,1,9720.19,0,0,84,0,1,7,0,67,0,1,0,3,1,1,1
0,2,7,0,0,5083.94,0,1,90,1,1,8,1,64,0,1,1,3,0,1,1
0,0,1,1,1,8929.72,0,1,76,1,1,9,0,58,1,0,1,2,2,0,1
0,1,27,1,0,6251.69,1,1,87,0,1,17,0,58,1,0,1,0,0,1,1
0,0,8,1,1,5301.36,1,0,85,1,1,14,0,53,1,1,1,3,2,1,1
1,2,5,0,2,5453.25,0,0,62,1,0,26,0,50,1,1,0,3,0,0,0
1,2,19,1,1,8929.72,0,0,87,1,0,27,1,56,0,0,1,0,0,0,0
0,2,23,1,1,4086.27,0,0,69,1,1,17,1,63,0,1,1,3,3,1,1
0,0,6,1,1,4105.58,0,0,98,1,1,13,0,67,0,0,1,4,2,0,1
0,2,22,0,0,2401.20,0,0,51,1,0,9,1,69,1,1,0,1,2,0,1
0,0,24,0,2,5453.25,1,0,90,1,1,12,1,69,0,0,1,2,0,1,0
0,0,1,0,2,6780.90,0,1,79,1,1,29,0,53,0,1,0,3,2,1,0
1,2,27,1,1,10123.97,0,1,71,0,0,18,1,62,1,1,1,1,3,0,0
1,0,29,2,2,6625.67,1,1,51,0,0,8,0,56,0,1,0,3,0,0,0
1,1,8,2,1,5083.94,1,0,83,1,1,10,1,54,1,0,0,4,3,0,0
0,2,29,2,2,3393.38,0,0,87,1,1,19,1,49,1,0,0,0,3,1,1
0,2,11,1,0,4023.03,0,0,97,1,0,26,1,51,1,0,0,3,2,0,1
1,2,15,2,0,5885.69,0,1,80,1,1,14,0,53,0,0,1,1,0,1,1
1,1,27,0,0,4023.03,1,1,85,1,1,14,1,62,0,1,1,4,3,0,1
1,2,1,1,1,5609.64,1,1,85,0,1,29,0,59,1,0,0,2,3,1,0
0,2,6,2,2,8710.00,0,0,95,1,0,21,1,67,1,1,0,1,0,1,0
1,2,29,2,2,8700.72,1,1,89,1,1,19,1,68,1,1,0,4,1,1,0
1,1,3,2,2,7097.65,1,1,74,1,0,16,1,56,1,0,0,2,3,1,0
1,1,7,0,1,4086.27,1,0,82,1,0,6,0,54,1,1,0,1,1,1,1
1,2,5,0,1,5453.25,1,0,78,1,1,11,1,52,0,0,0,2,2,0,1
1,2,3,2,1,8814.00,0,1,65,0,1,15,1,65,1,0,0,3,3,0,1
1,0,17,1,1,5453.25,1,0,83,1,0,20,1,58,0,0,1,3,2,1,1
0,0,3,0,1,5421.28,0,0,64,1,0,23,1,60,0,1,0,2,0,0,1
0,0,22,0,1,8123.53,1,1,89,3,1,28,1,49,0,1,1,1,2,1,0
0,0,30,1,0,4086.27,1,0,83,3,0,24,0,52,0,0,0,3,3,0,0
1,2,15,0,1,3801.60,1,1,100,0,1,27,0,68,1,0,0,3,1,0,0
0,0,1,1,2,5289.55,1,1,85,1,0,30,0,52,0,1,1,2,2,0,0
0,0,14,2,1,4678.80,1,1,100,1,0,10,1,60,0,0,0,2,1,1,1
0,1,14,0,2,7124.10,0,1,68,1,1,23,1,56,1,0,0,0,3,1,1
1,1,22,1,2,4746.03,1,0,96,3,1,19,1,62,0,0,1,0,1,1,0
0,0,24,0,1,4010.40,0,0,67,1,0,8,0,50,0,1,0,2,1,0,1
1,1,5,1,1,5083.94,1,0,87,0,0,17,0,64,1,0,0,1,3,1,0
0,1,23,2,0,9662.83,0,1,73,1,1,11,1,49,1,0,1,4,3,1,1
1,1,1,1,1,4867.83,0,0,85,1,0,20,1,49,1,1,0,1,0,1,1
0,0,26,1,1,5083.94,1,0,99,1,0,22,0,62,0,1,1,3,1,1,1
0,0,24,1,2,7882.79,1,0,58,0,0,15,0,59,1,1,0,1,3,1,1
1,2,24,0,1,4066.72,1,1,62,1,1,18,1,67,1,0,0,4,1,0,1
0,2,24,1,0,8273.18,1,0,57,1,1,7,1,61,0,1,1,1,3,0,0
1,2,10,0,0,8039.00,1,0,69,0,0,25,1,52,0,1,0,2,1,1,1
1,0,18,1,0,4059.66,0,0,74,1,1,28,1,53,0,0,0,2,3,1,0
0,0,6,2,0,9662.83,0,1,87,1,1,21,0,59,0,0,1,4,0,1,0
0,1,11,2,1,10500.00,0,0,87,1,1,17,1,59,0,0,0,3,2,0,1
1,2,22,2,1,5471.24,0,0,70,3,1,8,0,58,1,0,1,4,0,1,1
1,0,23,1,2,5421.28,0,1,84,0,1,11,0,67,0,0,0,3,2,1,1
0,0,2,1,1,2401.20,1,0,86,0,1,24,0,63,0,1,0,0,1,0,0
0,2,13,2,1,6875.94,0,1,69,0,1,18,0,56,0,1,1,3,2,1,0
1,1,22,0,0,5421.26,1,1,94,1,0,22,0,68,0,0,0,4,3,0,1
0,2,1,1,1,5421.26,0,0,52,3,0,14,0,64,1,1,0,2,0,1,1
1,2,8,1,2,4516.20,0,1,93,1,0,30,1,51,1,0,1,4,3,0,0
1,1,20,0,1,5421.26,0,0,88,0,0,26,1,67,1,1,1,4,1,1,0
0,1,20,2,2,3245.14,0,1,51,1,0,8,1,66,1,1,1,4,2,1,0
1,1,12,2,0,6625.67,1,0,65,1,0,14,0,54,0,1,0,3,3,0,1
0,0,7,0,0,4821.72,1,0,96,1,1,8,0,50,0,1,1,1,3,1,0
1,1,26,2,0,5942.56,0,1,70,1,0,6,0,50,0,0,1,4,0,0,0
1,2,17,2,1,24000.00,1,0,81,1,0,12,0,53,1,0,1,1,2,0,1
1,1,15,2,2,6251.69,0,1,52,0,0,22,1,51,0,1,0,3,1,1,0
1,1,27,1,1,4324.58,0,0,97,1,0,6,1,49,0,1,1,4,3,1,1
1,1,13,1,2,4023.03,0,1,81,0,0,18,0,61,0,1,1,2,0,0,0
0,0,22,2,2,6406.50,1,1,97,0,0,11,1,69,1,0,0,3,2,1,1
1,0,7,0,2,9662.83,1,1,75,0,0,26,0,66,0,1,0,3,2,0,1
1,0,11,0,1,8192.64,0,0,68,1,0,22,0,62,1,0,0,3,3,0,0
0,2,8,0,0,3393.38,1,0,85,1,1,13,1,51,0,0,0,3,2,1,1
0,2,24,0,2,4023.03,0,0,99,0,1,19,1,63,1,1,1,1,2,0,1
0,1,26,2,2,2401.20,0,1,98,0,0,19,1,58,0,1,1,2,1,0,1
0,1,24,0,1,7097.65,0,0,64,0,0,6,1,56,0,0,1,4,3,0,0
1,0,10,0,2,5421.26,0,0,65,0,1,12,1,59,1,1,0,2,3,1,0
1,2,10,2,1,5421.26,0,0,55,1,0,11,1,69,1,0,1,4,0,0,0
1,2,25,0,1,8689.20,1,0,60,1,1,18,0,55,1,1,1,1,0,0,0
0,1,22,2,1,5421.26,0,0,87,1,1,18,0,68,0,1,1,1,1,0,1
0,1,30,0,0,24000.00,0,0,95,0,0,15,1,58,1,0,0,2,3,0,0
1,1,4,0,2,4023.03,1,1,99,1,0,16,1,55,0,1,1,0,3,0,1
1,0,12,2,0,4465.20,1,0,71,1,1,11,0,50,0,1,0,4,0,0,0
0,1,1,0,2,4926.69,1,0,79,0,1,28,1,50,1,1,1,4,3,0,1
0,2,21,2,1,9300.72,1,1,64,0,1,27,0,66,0,1,0,1,2,0,0
1,2,22,1,2,3348.19,0,1,59,0,1,21,1,65,1,0,1,1,1,0,1
0,1,3,0,1,25999.50,1,1,59,0,1,25,0,61,1,0,1,0,0,0,1
1,1,9,1,2,10303.53,0,1,83,0,1,26,0,55,0,0,1,1,1,1,1
0,0,22,0,1,4060.50,0,0,94,1,0,19,0,66,1,1,0,3,3,1,0
1,2,14,1,1,12847.86,1,0,55,1,0,9,1,67,1,0,1,1,3,1,0
1,0,15,0,1,4780.17,0,1,75,3,0,18,1,55,1,1,0,1,3,1,0
1,1,25,0,0,6200.00,0,0,63,1,0,19,0,65,1,1,0,2,1,0,0
0,0,10,1,0,4780.17,1,1,65,0,1,10,0,51,1,1,0,2,2,1,0
1,1,13,2,0,5158.20,1,0,91,0,1,22,0,59,0,0,1,3,1,1,1
1,1,30,2,2,6200.00,0,1,57,1,1,22,0,67,1,1,1,4,0,1,1
1,1,18,1,0,8192.64,1,0,61,1,0,7,1,61,0,0,1,3,2,1,0
0,2,5,0,0,4324.58,1,0,91,1,0,21,0,65,1,0,0,1,0,0,1
1,0,18,0,0,2805.45,0,0,94,0,0,6,0,55,0,1,0,2,1,0,1
0,0,24,1,1,3587.24,1,0,84,1,1,30,0,61,0,1,1,0,3,0,1
0,2,1,2,1,5421.26,1,0,72,1,0,24,1,63,1,1,0,3,3,0,0
0,0,12,1,0,5421.26,0,0,81,1,1,29,1,50,1,0,1,0,2,1,1
0,0,23,1,1,4184.10,0,1,69,3,0,24,0,55,1,1,0,1,1,1,0
1,2,11,1,1,13348.50,0,0,83,1,1,17,0,51,1,0,0,0,0,1,0
0,1,1,2,0,3341.54,0,0,90,3,0,13,1,52,1,1,1,1,0,1,0
1,0,7,0,0,5301.36,0,0,82,1,1,15,1,49,0,0,0,4,2,0,0
0,0,10,1,0,8447.10,0,1,54,0,0,21,0,52,0,1,1,3,3,1,0
1,1,9,2,1,5421.26,1,1,94,1,0,17,0,60,1,0,0,0,1,0,0
1,0,12,0,0,9720.19,1,1,86,1,0,27,1,69,0,1,1,2,1,0,1
0,1,1,1,0,5608.82,1,0,71,3,1,9,0,63,0,1,0,1,2,0,1
1,1,16,1,1,16753.32,1,0,65,1,1,23,0,55,0,1,0,0,2,1,1
0,2,15,0,0,5158.20,1,1,55,1,0,7,1,69,0,1,0,1,2,0,1
1,0,12,0,2,7097.65,0,1,64,0,0,21,0,50,0,1,0,2,0,0,0
1,0,9,1,2,5133.40,1,1,85,1,0,21,0,68,1,0,0,0,3,0,0
1,2,4,1,2,4780.17,0,1,67,1,0,7,1,53,0,0,0,1,0,1,0
1,2,21,1,0,3493.20,0,0,92,1,0,21,1,50,0,0,1,4,0,1,0
1,2,20,0,1,4023.03,0,1,78,1,1,29,0,53,1,1,1,2,2,1,1
1,0,21,2,1,4421.37,0,1,84,0,1,29,1,52,1,1,0,4,0,1,1
0,1,4,1,0,3939.75,1,0,50,1,1,25,0,56,1,0,0,4,2,0,0
1,0,8,0,2,3801.60,0,1,73,1,1,14,0,59,0,1,0,2,3,1,1
1,2,10,2,2,5609.64,1,1,60,1,1,15,1,68,1,0,1,4,3,1,0
1,1,19,1,1,9662.83,0,0,88,1,0,11,1,61,1,0,1,2,1,1,1
1,1,29,0,1,13552.35,0,0,51,1,1,23,0,68,1,0,0,4,2,0,1
1,0,16,2,0,10500.00,1,1,94,1,0,5,0,65,0,1,1,4,3,0,1
1,0,26,0,0,2476.20,0,1,95,0,1,29,0,57,1,0,0,4,0,0,0
1,2,17,0,0,9720.19,1,1,59,0,1,12,1,52,0,0,0,3,1,0,0
0,1,25,1,0,9662.83,0,1,100,1,0,9,0,52,0,0,1,4,2,0,0
1,2,26,0,2,7572.15,1,0,87,0,1,14,1,68,0,1,0,3,1,1,1
1,2,6,1,0,7572.15,0,0,86,1,0,12,0,63,0,0,1,2,0,1,1
1,0,18,2,1,7572.15,0,0,52,1,0,9,0,51,1,1,0,4,3,1,0
0,1,21,2,2,5421.26,1,1,57,0,1,18,1,58,1,1,1,1,0,1,0
0,1,17,0,2,14473.00,1,1,83,1,0,25,0,64,1,1,1,4,0,0,0
0,1,4,2,2,5421.26,0,0,62,1,0,10,0,56,1,0,1,1,3,1,0
1,1,21,1,2,9985.24,0,1,98,2,1,19,1,69,0,0,1,0,0,1,1
1,2,24,0,0,23519.31,1,0,63,1,0,15,0,51,0,1,1,2,0,0,1
0,2,29,0,2,7572.15,1,0,90,1,1,5,0,62,0,1,1,0,1,0,0
0,2,11,1,0,10584.30,0,0,56,1,0,14,1,54,1,0,1,1,2,1,0
0,1,7,0,2,7572.15,0,1,62,0,1,28,1,53,0,1,0,3,1,1,0
1,1,11,0,0,4023.03,0,0,63,0,0,16,1,59,1,0,1,2,0,1,0
1,2,21,1,2,9999.00,0,1,53,1,0,14,0,60,0,0,1,0,3,0,1
0,2,17,0,0,7572.15,0,0,74,1,1,7,1,50,0,1,1,4,1,1,1
0,1,22,2,2,6827.40,1,0,62,0,1,16,0,53,1,1,1,3,0,1,0
